Synthetic_Record_ID,Hours_Studied,Attendance_Pct,Previous_GPA,Assignments_Completed,Quiz_Average,Sleep_Hours,Stress_Level,Commute_Minutes,Social_Hours,Caffeine_Cups,Split,Risk
G1-0951,11,75.04,2.82,9,73.2,7.73,5,59.16,11.74,5,test,0
G1-0952,5.49,74.2,2.01,3,63.75,7.01,5,38.19,14.13,8,test,1
G1-0953,7.98,86.08,2.35,7,73.9,8.16,5,44.2,11.86,6,test,1
G1-0954,8.96,99.69,2.47,6,78.57,9,4,50.94,12.97,6,test,0
G1-0955,10.24,87.68,2.54,9,73.95,9.7,4,65.79,14.5,5,test,0
G1-0956,5.41,65.87,2.74,6,61.29,8.49,7,65.53,7.39,7,test,1
G1-0957,10.92,81.36,2.34,7,53.51,7.94,5,84.36,12.46,6,test,0
G1-0958,8.15,71.01,1.87,7,51.87,7.51,7,62.09,7.94,8,test,1
G1-0959,11.19,74.28,2.94,5,89.83,7.55,7,90,11.08,5,test,0
G1-0960,3.67,74.53,2.07,4,67.31,9.35,5,71.32,11.67,5,test,1
G1-0961,13.79,90.38,2.89,7,78.78,7.97,3,50.51,14.04,5,test,1
G1-0962,6.13,85.19,2.21,6,79.86,8.07,5,90,11.33,6,test,1
G1-0963,7.88,84.67,2.06,7,70.53,7.21,4,54.42,15.53,5,test,0
G1-0964,16.59,97.54,3.8,9,97.2,8.86,2,41.67,15.29,5,test,0
G1-0965,8.64,68.17,2.6,7,64.16,7.57,7,51.62,9.84,5,test,1
G1-0966,9.06,82.25,2.72,7,67.02,8.58,4,77.38,12.89,7,test,0
G1-0967,9.73,71.93,2.28,7,73.9,8.11,4,68.57,11.03,5,test,1
G1-0968,10.31,72.37,2.97,5,74.57,7.61,6,74.39,13.07,5,test,1
G1-0969,2.94,74.62,3.19,5,69.91,7.95,5,68.19,10.45,4,test,1
G1-0970,13.3,88.22,3.25,8,88.74,8.35,5,69.85,8.9,8,test,1
G1-0971,10.25,84.3,2.65,7,69.29,9.38,4,53.77,16,5,test,0
G1-0972,9.91,74.3,2.62,5,83.09,7.11,8,58.43,14.63,6,test,1
G1-0973,11.71,80.28,2.61,8,60.99,8.23,5,74.64,11.96,8,test,0
G1-0974,9.68,79.6,2.73,7,72.75,9.7,3,79.43,14.63,8,test,0
G1-0975,5,69.19,2.76,6,76.99,7.87,5,90,10.09,8,test,0
G1-0976,9.02,69.37,1.86,6,57.86,7.8,6,72.31,11.89,6,test,1
G1-0977,9.36,60.82,2.42,3,58.95,6.73,7,59.19,10.91,8,test,1
G1-0978,6.56,66.21,2.73,5,70.08,8.63,6,58.55,13.76,6,test,1
G1-0979,5.19,69.96,2.74,7,68.93,7.68,7,68.62,10.02,8,test,1
G1-0980,12,80.05,1.92,7,63.25,7.11,7,71.05,9.01,5,test,1
G1-0981,5.62,74.88,2.34,7,65.71,7.55,4,55.97,12.19,5,test,1
G1-0982,10.58,90.43,3.03,9,75.28,7.23,8,46.19,6.96,7,test,0
G1-0983,8.23,80.15,2.46,4,74.98,9.47,2,46.4,12.13,5,test,0
G1-0984,7.95,81.01,2.8,7,87.47,8.35,8,75.61,11.4,8,test,1
G1-0985,12.4,94.92,3.61,7,84.97,7.92,8,38.77,12.29,7,test,0
G1-0986,10.88,82.96,3.42,7,82.51,9.31,6,65.48,13.65,6,test,0
G1-0987,7.87,92.66,3.02,6,72.35,7.97,3,48.35,7.64,6,test,0
G1-0988,7.68,82,2.22,6,65.57,8.18,6,57.91,9.83,6,test,1
G1-0989,10.69,76.42,2.66,5,81.78,8.75,3,64.56,13.92,7,test,0
G1-0990,15.7,100,3.25,9,90.49,8.58,3,55.39,13.54,6,test,0
G1-0991,1,56.23,2.83,4,64.19,7.58,6,86.37,16,4,test,1
G1-0992,5.72,71.66,3.34,4,80.98,8.93,4,56.97,13.37,6,test,1
G1-0993,12.55,86.86,3.34,8,88.27,9.52,5,88.33,11.7,5,test,0
G1-0994,7.86,65.06,2.46,6,72.12,7.32,7,72.86,10.82,8,test,1
G1-0995,5.99,78.12,2.52,6,78.71,9.33,4,39.25,11.8,6,test,1
G1-0996,12.98,93.94,1.9,8,64.63,9.7,1,66.09,13.03,4,test,0
G1-0997,16.94,91.71,3.49,8,72.8,8.69,3,49.51,12.82,6,test,0
G1-0998,8.99,86.88,3.06,6,78.11,9.58,6,65.76,14.36,5,test,0
G1-0999,10.06,100,2.49,9,68.91,8.6,4,64.26,10.55,6,test,0
G1-1000,8.23,85.25,2.59,10,72.54,7.66,6,50.24,14.53,7,test,0
