Synthetic_Record_ID,Hours_Studied,Attendance_Pct,Previous_GPA,Assignments_Completed,Quiz_Average,Sleep_Hours,Stress_Level,Commute_Minutes,Social_Hours,Caffeine_Cups,Split,Risk
G5-0950,9.95,80.04,1.77,8,62.63,6.88,4,24.18,8.53,2,test,1
G5-0951,6.08,84.57,2.4,7,60.49,6.61,7,33.98,6.03,1,test,1
G5-0952,9.99,73.31,2.86,6,83.93,6.1,8,33.59,6.66,2,test,1
G5-0953,3.14,86.3,2.19,5,73.87,6.97,6,8.91,6.53,2,test,1
G5-0954,14.47,89.94,3.71,8,85.92,7.17,3,32.74,7.05,2,test,0
G5-0955,9.41,88.86,2.36,9,68.24,5.92,8,19.78,5.61,1,test,0
G5-0956,11.94,100,2.59,8,78.68,7.66,4,18.56,5.39,5,test,0
G5-0957,6.23,74.19,2.35,7,69.11,7.38,4,22.4,4.93,3,test,0
G5-0958,11.99,89.47,3.46,9,88.66,8.42,2,23.46,7.2,1,test,0
G5-0959,11.59,79.72,3.32,7,93.26,6.23,4,39.55,6.65,2,test,0
G5-0960,13.65,86.77,3.22,10,69.99,7.22,5,30.46,11.17,2,test,0
G5-0961,9.45,85.69,3.19,6,75.12,7.01,4,32.77,4.61,3,test,0
G5-0962,7.49,74.13,2.91,7,88.29,7.4,4,52.39,7.31,0,test,0
G5-0963,6.68,82.57,2.28,5,66.46,6.58,5,73.5,2.22,2,test,1
G5-0964,7.94,75.94,2.63,5,69.24,8.29,6,35.49,10.85,1,test,0
G5-0965,13.09,85.34,2.69,7,68.49,6.39,5,4.83,9.93,2,test,0
G5-0966,16.31,81.42,3.02,10,81.43,6.57,5,13.03,4.91,2,test,0
G5-0967,10.78,86.7,2.66,9,70.62,5.97,5,41.69,8.9,0,test,0
G5-0968,8.21,74.16,3.03,6,77.64,6.74,8,75.15,2.59,1,test,1
G5-0969,13.05,84.29,3.23,7,83.76,6.3,6,20.49,5.38,4,test,0
G5-0970,8.09,66.17,3.18,6,91.2,7.11,5,51.93,7.23,2,test,0
G5-0971,2.93,77.97,2.75,5,74.15,6.4,7,7.55,3.21,2,test,1
G5-0972,10.25,91.99,2.06,9,73.86,8.41,1,35.98,9.31,1,test,0
G5-0973,5.87,73.96,3.06,7,89.25,6.21,4,9.34,8.2,3,test,1
G5-0974,7.01,80.02,1.6,7,61.05,7.72,2,49.04,8.8,1,test,1
G5-0975,14.62,97.47,3.47,7,94.41,6.48,5,31.2,5.77,4,test,0
G5-0976,12.22,78,3.26,7,91.33,7.13,5,27.39,6.09,2,test,0
G5-0977,7.69,92.95,2.59,6,78.73,7.61,4,46.27,8.98,2,test,1
G5-0978,11.7,77.28,2.51,5,79,8.02,4,11.69,6.66,2,test,0
G5-0979,7.39,93.53,2.36,10,80.17,7.72,1,25.72,10,3,test,0
G5-0980,11.6,70.91,2.88,5,73.48,6.81,8,14.72,8.9,1,test,0
G5-0981,7.07,80.88,3.13,6,93.19,7.16,7,30.18,11.44,0,test,0
G5-0982,10.31,76.35,3.29,6,80.63,7.18,6,59.93,8.85,2,test,0
G5-0983,6.49,86.23,1.46,7,65.38,7.37,6,22.41,9.48,0,test,1
G5-0984,15.13,97.64,3.1,9,70.9,6.64,6,19.38,7.24,5,test,0
G5-0985,5.24,71.11,2.06,5,57.18,6.41,6,33.71,9.16,2,test,1
G5-0986,9.89,90.43,3.67,9,93.9,7.53,4,2.24,4.06,1,test,0
G5-0987,9.61,83.72,3.31,7,100,7.24,5,35.78,5.62,3,test,0
G5-0988,9.36,90.94,3.03,7,69.56,6.52,4,21.83,8.59,3,test,0
G5-0989,13,86.01,3.74,9,95.83,7.13,3,22.2,5.55,2,test,0
G5-0990,11.01,80.47,3.49,6,81.4,6.79,5,16.24,9.02,6,test,0
G5-0991,9.07,70.32,2.64,4,68.27,7.62,6,13.59,8.43,1,test,1
G5-0992,4.85,86.59,2.68,8,65.49,8.55,3,20.17,5.01,3,test,0
G5-0993,8.13,93.48,2.94,7,87.28,6.81,4,17.35,9.87,1,test,0
G5-0994,5.45,70.17,2.39,8,67.65,6.99,7,9.94,8.48,5,test,1
G5-0995,4.02,58.08,2.23,4,61.53,6.76,4,11.21,10.07,2,test,1
G5-0996,14.46,99.17,4,10,95.51,7.33,5,15.81,6.9,3,test,0
G5-0997,3.48,55.43,2.18,4,67.32,6.88,7,15.82,6.05,2,test,1
G5-0998,6.81,78.21,2.68,6,72.01,6.99,5,19.3,7.72,1,test,1
G5-0999,10.04,82.57,2.88,7,86.54,6.78,6,35.25,5.27,3,test,0
G5-1000,10.81,81.85,2.87,8,83.03,6.28,7,16.11,7.25,4,test,0
